suburb,state,postcode,year,month,listings,properties,vr
Cumbalum,NSW,2478,2022,8,24,3925,0.0061
Cumbalum,NSW,2478,2022,9,19,3922,0.0048
Cumbalum,NSW,2478,2022,10,19,3919,0.0048
Cumbalum,NSW,2478,2022,11,29,3916,0.0074
Cumbalum,NSW,2478,2022,12,35,3912,0.0089
Cumbalum,NSW,2478,2023,1,29,3909,0.0074
Cumbalum,NSW,2478,2023,2,31,3906,0.0079
Cumbalum,NSW,2478,2023,3,38,3903,0.0097
Cumbalum,NSW,2478,2023,4,44,3899,0.0113
Cumbalum,NSW,2478,2023,5,51,3896,0.0131
Cumbalum,NSW,2478,2023,6,60,3893,0.0154
Cumbalum,NSW,2478,2023,7,66,3890,0.0170
Cumbalum,NSW,2478,2023,8,55,3886,0.0142
Cumbalum,NSW,2478,2023,9,41,3883,0.0106
Cumbalum,NSW,2478,2023,10,24,3880,0.0062
Cumbalum,NSW,2478,2023,11,25,3877,0.0064
Cumbalum,NSW,2478,2023,12,25,3873,0.0065
Cumbalum,NSW,2478,2024,1,26,3870,0.0067
Cumbalum,NSW,2478,2024,2,19,3867,0.0049
Cumbalum,NSW,2478,2024,3,26,3864,0.0067
Cumbalum,NSW,2478,2024,4,22,3861,0.0057
Cumbalum,NSW,2478,2024,5,27,3857,0.0070
Cumbalum,NSW,2478,2024,6,29,3854,0.0075
Cumbalum,NSW,2478,2024,7,31,3851,0.0080
Cumbalum,NSW,2478,2024,8,29,3848,0.0075
Cumbalum,NSW,2478,2024,9,27,3844,0.0070
Cumbalum,NSW,2478,2024,10,14,3841,0.0036
Cumbalum,NSW,2478,2024,11,24,3838,0.0063
Cumbalum,NSW,2478,2024,12,26,3835,0.0068
Cumbalum,NSW,2478,2025,1,19,3831,0.0050
Cumbalum,NSW,2478,2025,2,17,3828,0.0044
Cumbalum,NSW,2478,2025,3,14,3825,0.0037
Cumbalum,NSW,2478,2025,4,28,3822,0.0073
Cumbalum,NSW,2478,2025,5,14,3818,0.0037
Cumbalum,NSW,2478,2025,6,13,3815,0.0034
Cumbalum,NSW,2478,2025,7,25,3812,0.0066
Cumbalum,NSW,2478,2025,8,37,3809,0.0097
Cumbalum,NSW,2478,2025,9,20,3806,0.0053
Cumbalum,NSW,2478,2025,10,14,3802,0.0037
Cumbalum,NSW,2478,2025,11,14,3799,0.0037
Cumbalum,NSW,2478,2025,12,21,3796,0.0055
Cumbalum,NSW,2478,2026,1,12,3793,0.0032
Cumbalum,NSW,2478,2026,2,15,3789,0.0040
Cumbalum,NSW,2478,2026,3,12,3786,0.0032
Cumbalum,NSW,2478,2026,4,21,3783,0.0056
Cumbalum,NSW,2478,2026,5,18,3780,0.0048
Cumbalum,NSW,2478,2026,6,17,3776,0.0045
Cumbalum,NSW,2478,2026,7,32,3773,0.0085
Eagle Vale,NSW,2558,2005,1,8,598,0.0134
Eagle Vale,NSW,2558,2005,2,8,598,0.0134
Eagle Vale,NSW,2558,2005,3,12,599,0.0200
Eagle Vale,NSW,2558,2005,4,7,599,0.0117
Eagle Vale,NSW,2558,2005,5,12,600,0.0200
Eagle Vale,NSW,2558,2005,6,12,601,0.0200
Eagle Vale,NSW,2558,2005,7,10,601,0.0166
Eagle Vale,NSW,2558,2005,8,11,602,0.0183
Eagle Vale,NSW,2558,2005,9,12,602,0.0199
Eagle Vale,NSW,2558,2005,10,8,603,0.0133
Eagle Vale,NSW,2558,2005,11,6,603,0.0100
Eagle Vale,NSW,2558,2005,12,6,604,0.0099
Eagle Vale,NSW,2558,2006,1,9,604,0.0149
Eagle Vale,NSW,2558,2006,2,12,605,0.0198
Eagle Vale,NSW,2558,2006,3,10,605,0.0165
Eagle Vale,NSW,2558,2006,4,4,606,0.0066
Eagle Vale,NSW,2558,2006,5,9,606,0.0149
Eagle Vale,NSW,2558,2006,6,4,607,0.0066
Eagle Vale,NSW,2558,2006,7,6,607,0.0099
Eagle Vale,NSW,2558,2006,8,8,608,0.0132
Eagle Vale,NSW,2558,2006,9,9,609,0.0148
Eagle Vale,NSW,2558,2006,10,14,610,0.0230
Eagle Vale,NSW,2558,2006,11,13,612,0.0212
Eagle Vale,NSW,2558,2006,12,12,613,0.0196
Eagle Vale,NSW,2558,2007,1,12,614,0.0195
Eagle Vale,NSW,2558,2007,2,9,615,0.0146
Eagle Vale,NSW,2558,2007,3,6,617,0.0097
Eagle Vale,NSW,2558,2007,4,6,618,0.0097
Eagle Vale,NSW,2558,2007,5,12,619,0.0194
Eagle Vale,NSW,2558,2007,6,5,620,0.0081
Eagle Vale,NSW,2558,2007,7,6,622,0.0096
Eagle Vale,NSW,2558,2007,8,10,623,0.0161
Eagle Vale,NSW,2558,2007,9,7,624,0.0112
Eagle Vale,NSW,2558,2007,10,8,625,0.0128
Eagle Vale,NSW,2558,2007,11,6,627,0.0096
Eagle Vale,NSW,2558,2007,12,7,628,0.0111
Eagle Vale,NSW,2558,2008,1,6,629,0.0095
Eagle Vale,NSW,2558,2008,2,7,630,0.0111
Eagle Vale,NSW,2558,2008,3,8,631,0.0127
Eagle Vale,NSW,2558,2008,4,8,633,0.0126
Eagle Vale,NSW,2558,2008,5,12,634,0.0189
Eagle Vale,NSW,2558,2008,6,12,635,0.0189
Eagle Vale,NSW,2558,2008,7,4,636,0.0063
Eagle Vale,NSW,2558,2008,8,8,638,0.0125
Eagle Vale,NSW,2558,2008,9,6,639,0.0094
Eagle Vale,NSW,2558,2008,10,7,640,0.0109
Eagle Vale,NSW,2558,2008,11,10,641,0.0156
Eagle Vale,NSW,2558,2008,12,6,643,0.0093
Eagle Vale,NSW,2558,2009,1,11,644,0.0171
Eagle Vale,NSW,2558,2009,2,12,645,0.0186
Eagle Vale,NSW,2558,2009,3,10,646,0.0155
Eagle Vale,NSW,2558,2009,4,6,647,0.0093
Eagle Vale,NSW,2558,2009,5,10,649,0.0154
Eagle Vale,NSW,2558,2009,6,10,650,0.0154
Eagle Vale,NSW,2558,2009,7,11,651,0.0169
Eagle Vale,NSW,2558,2009,8,12,652,0.0184
Eagle Vale,NSW,2558,2009,9,9,654,0.0138
Eagle Vale,NSW,2558,2009,10,5,655,0.0076
Eagle Vale,NSW,2558,2009,11,7,656,0.0107
Eagle Vale,NSW,2558,2009,12,15,657,0.0228
Eagle Vale,NSW,2558,2010,1,5,659,0.0076
Eagle Vale,NSW,2558,2010,2,7,660,0.0106
Eagle Vale,NSW,2558,2010,3,8,661,0.0121
Eagle Vale,NSW,2558,2010,4,7,662,0.0106
Eagle Vale,NSW,2558,2010,5,6,664,0.0090
Eagle Vale,NSW,2558,2010,6,10,665,0.0150
Eagle Vale,NSW,2558,2010,7,11,666,0.0165
Eagle Vale,NSW,2558,2010,8,8,667,0.0120
Eagle Vale,NSW,2558,2010,9,5,668,0.0075
Eagle Vale,NSW,2558,2010,10,8,670,0.0119
Eagle Vale,NSW,2558,2010,11,9,671,0.0134
Eagle Vale,NSW,2558,2010,12,9,672,0.0134
Eagle Vale,NSW,2558,2011,1,7,673,0.0104
Eagle Vale,NSW,2558,2011,2,10,675,0.0148
Eagle Vale,NSW,2558,2011,3,11,676,0.0163
Eagle Vale,NSW,2558,2011,4,7,677,0.0103
Eagle Vale,NSW,2558,2011,5,7,678,0.0103
Eagle Vale,NSW,2558,2011,6,17,680,0.0250
Eagle Vale,NSW,2558,2011,7,18,681,0.0264
Eagle Vale,NSW,2558,2011,8,9,682,0.0132
Eagle Vale,NSW,2558,2011,9,6,684,0.0088
Eagle Vale,NSW,2558,2011,10,4,686,0.0058
Eagle Vale,NSW,2558,2011,11,5,688,0.0073
Eagle Vale,NSW,2558,2011,12,8,690,0.0116
Eagle Vale,NSW,2558,2012,1,10,692,0.0145
Eagle Vale,NSW,2558,2012,2,5,693,0.0072
Eagle Vale,NSW,2558,2012,3,4,695,0.0058
Eagle Vale,NSW,2558,2012,4,3,697,0.0043
Eagle Vale,NSW,2558,2012,5,5,699,0.0072
Eagle Vale,NSW,2558,2012,6,9,701,0.0128
Eagle Vale,NSW,2558,2012,7,2,703,0.0028
Eagle Vale,NSW,2558,2012,8,1,705,0.0014
Eagle Vale,NSW,2558,2012,9,5,707,0.0071
Eagle Vale,NSW,2558,2012,10,8,709,0.0113
Eagle Vale,NSW,2558,2012,11,7,711,0.0098
Eagle Vale,NSW,2558,2012,12,10,712,0.0140
Eagle Vale,NSW,2558,2013,1,8,714,0.0112
Eagle Vale,NSW,2558,2013,2,6,716,0.0084
Eagle Vale,NSW,2558,2013,3,13,718,0.0181
Eagle Vale,NSW,2558,2013,4,8,720,0.0111
Eagle Vale,NSW,2558,2013,5,7,722,0.0097
Eagle Vale,NSW,2558,2013,6,6,724,0.0083
Eagle Vale,NSW,2558,2013,7,9,726,0.0124
Eagle Vale,NSW,2558,2013,8,9,728,0.0124
Eagle Vale,NSW,2558,2013,9,6,729,0.0082
Eagle Vale,NSW,2558,2013,10,4,731,0.0055
Eagle Vale,NSW,2558,2013,11,9,733,0.0123
Eagle Vale,NSW,2558,2013,12,15,735,0.0204
Eagle Vale,NSW,2558,2014,1,7,737,0.0095
Eagle Vale,NSW,2558,2014,2,6,739,0.0081
Eagle Vale,NSW,2558,2014,3,8,741,0.0108
Eagle Vale,NSW,2558,2014,4,5,743,0.0067
Eagle Vale,NSW,2558,2014,5,4,745,0.0054
Eagle Vale,NSW,2558,2014,6,5,747,0.0067
Eagle Vale,NSW,2558,2014,7,4,748,0.0053
Eagle Vale,NSW,2558,2014,8,5,750,0.0067
Eagle Vale,NSW,2558,2014,9,5,752,0.0066
Eagle Vale,NSW,2558,2014,10,8,754,0.0106
Eagle Vale,NSW,2558,2014,11,3,756,0.0040
Eagle Vale,NSW,2558,2014,12,13,758,0.0172
Eagle Vale,NSW,2558,2015,1,13,760,0.0171
Eagle Vale,NSW,2558,2015,2,12,762,0.0157
Eagle Vale,NSW,2558,2015,3,13,764,0.0170
Eagle Vale,NSW,2558,2015,4,11,766,0.0144
Eagle Vale,NSW,2558,2015,5,14,767,0.0183
Eagle Vale,NSW,2558,2015,6,2,769,0.0026
Eagle Vale,NSW,2558,2015,7,13,771,0.0169
Eagle Vale,NSW,2558,2015,8,8,773,0.0103
Eagle Vale,NSW,2558,2015,9,6,775,0.0077
Eagle Vale,NSW,2558,2015,10,9,777,0.0116
Eagle Vale,NSW,2558,2015,11,6,779,0.0077
Eagle Vale,NSW,2558,2015,12,8,781,0.0102
Eagle Vale,NSW,2558,2016,1,12,783,0.0153
Eagle Vale,NSW,2558,2016,2,8,785,0.0102
Eagle Vale,NSW,2558,2016,3,9,786,0.0115
Eagle Vale,NSW,2558,2016,4,12,788,0.0152
Eagle Vale,NSW,2558,2016,5,17,790,0.0215
Eagle Vale,NSW,2558,2016,6,14,792,0.0177
Eagle Vale,NSW,2558,2016,7,14,794,0.0176
Eagle Vale,NSW,2558,2016,8,11,796,0.0138
Eagle Vale,NSW,2558,2016,9,11,796,0.0138
Eagle Vale,NSW,2558,2016,10,10,796,0.0126
Eagle Vale,NSW,2558,2016,11,8,796,0.0101
Eagle Vale,NSW,2558,2016,12,17,797,0.0213
Eagle Vale,NSW,2558,2017,1,4,797,0.0050
Eagle Vale,NSW,2558,2017,2,13,797,0.0163
Eagle Vale,NSW,2558,2017,3,8,797,0.0100
Eagle Vale,NSW,2558,2017,4,12,797,0.0151
Eagle Vale,NSW,2558,2017,5,14,798,0.0175
Eagle Vale,NSW,2558,2017,6,18,798,0.0226
Eagle Vale,NSW,2558,2017,7,5,798,0.0063
Eagle Vale,NSW,2558,2017,8,6,798,0.0075
Eagle Vale,NSW,2558,2017,9,5,798,0.0063
Eagle Vale,NSW,2558,2017,10,11,798,0.0138
Eagle Vale,NSW,2558,2017,11,9,798,0.0113
Eagle Vale,NSW,2558,2017,12,14,799,0.0175
Eagle Vale,NSW,2558,2018,1,18,799,0.0225
Eagle Vale,NSW,2558,2018,2,11,799,0.0138
Eagle Vale,NSW,2558,2018,3,10,799,0.0125
Eagle Vale,NSW,2558,2018,4,13,799,0.0163
Eagle Vale,NSW,2558,2018,5,8,800,0.0100
Eagle Vale,NSW,2558,2018,6,6,800,0.0075
Eagle Vale,NSW,2558,2018,7,14,800,0.0175
Eagle Vale,NSW,2558,2018,8,15,800,0.0188
Eagle Vale,NSW,2558,2018,9,13,800,0.0163
Eagle Vale,NSW,2558,2018,10,18,800,0.0225
Eagle Vale,NSW,2558,2018,11,13,800,0.0163
Eagle Vale,NSW,2558,2018,12,19,801,0.0237
Eagle Vale,NSW,2558,2019,1,21,801,0.0262
Eagle Vale,NSW,2558,2019,2,16,801,0.0200
Eagle Vale,NSW,2558,2019,3,17,801,0.0212
Eagle Vale,NSW,2558,2019,4,24,801,0.0300
Eagle Vale,NSW,2558,2019,5,20,802,0.0249
Eagle Vale,NSW,2558,2019,6,15,802,0.0187
Eagle Vale,NSW,2558,2019,7,16,802,0.0200
Eagle Vale,NSW,2558,2019,8,14,802,0.0175
Eagle Vale,NSW,2558,2019,9,19,802,0.0237
Eagle Vale,NSW,2558,2019,10,22,802,0.0274
Eagle Vale,NSW,2558,2019,11,22,802,0.0274
Eagle Vale,NSW,2558,2019,12,24,803,0.0299
Eagle Vale,NSW,2558,2020,1,12,803,0.0149
Eagle Vale,NSW,2558,2020,2,6,803,0.0075
Eagle Vale,NSW,2558,2020,3,8,803,0.0100
Eagle Vale,NSW,2558,2020,4,13,803,0.0162
Eagle Vale,NSW,2558,2020,5,13,804,0.0162
Eagle Vale,NSW,2558,2020,6,7,804,0.0087
Eagle Vale,NSW,2558,2020,7,9,804,0.0112
Eagle Vale,NSW,2558,2020,8,6,804,0.0075
Eagle Vale,NSW,2558,2020,9,4,804,0.0050
Eagle Vale,NSW,2558,2020,10,5,804,0.0062
Eagle Vale,NSW,2558,2020,11,6,804,0.0075
Eagle Vale,NSW,2558,2020,12,2,805,0.0025
Eagle Vale,NSW,2558,2021,1,5,805,0.0062
Eagle Vale,NSW,2558,2021,2,10,805,0.0124
Eagle Vale,NSW,2558,2021,3,6,805,0.0075
Eagle Vale,NSW,2558,2021,4,3,805,0.0037
Eagle Vale,NSW,2558,2021,5,1,806,0.0012
Eagle Vale,NSW,2558,2021,6,1,806,0.0012
Eagle Vale,NSW,2558,2021,7,2,806,0.0025
Eagle Vale,NSW,2558,2021,8,6,806,0.0074
Eagle Vale,NSW,2558,2021,9,3,806,0.0037
Eagle Vale,NSW,2558,2021,10,1,806,0.0012
Eagle Vale,NSW,2558,2021,11,5,806,0.0062
Eagle Vale,NSW,2558,2021,12,6,807,0.0074
Eagle Vale,NSW,2558,2022,1,6,807,0.0074
Eagle Vale,NSW,2558,2022,2,5,807,0.0062
Eagle Vale,NSW,2558,2022,3,2,807,0.0025
Eagle Vale,NSW,2558,2022,4,3,807,0.0037
Eagle Vale,NSW,2558,2022,5,5,808,0.0062
Eagle Vale,NSW,2558,2022,6,2,808,0.0025
Eagle Vale,NSW,2558,2022,7,5,808,0.0062
Eagle Vale,NSW,2558,2022,8,0,808,0.0000
Eagle Vale,NSW,2558,2022,9,4,808,0.0050
Eagle Vale,NSW,2558,2022,10,4,808,0.0050
Eagle Vale,NSW,2558,2022,11,8,808,0.0099
Eagle Vale,NSW,2558,2022,12,12,809,0.0148
Eagle Vale,NSW,2558,2023,1,6,809,0.0074
Eagle Vale,NSW,2558,2023,2,11,809,0.0136
Eagle Vale,NSW,2558,2023,3,4,809,0.0049
Eagle Vale,NSW,2558,2023,4,6,809,0.0074
Eagle Vale,NSW,2558,2023,5,5,810,0.0062
Eagle Vale,NSW,2558,2023,6,6,810,0.0074
Eagle Vale,NSW,2558,2023,7,3,810,0.0037
Eagle Vale,NSW,2558,2023,8,3,810,0.0037
Eagle Vale,NSW,2558,2023,9,3,810,0.0037
Eagle Vale,NSW,2558,2023,10,5,810,0.0062
Eagle Vale,NSW,2558,2023,11,6,810,0.0074
Eagle Vale,NSW,2558,2023,12,6,811,0.0074
Eagle Vale,NSW,2558,2024,1,8,811,0.0099
Eagle Vale,NSW,2558,2024,2,8,811,0.0099
Eagle Vale,NSW,2558,2024,3,3,811,0.0037
Eagle Vale,NSW,2558,2024,4,6,811,0.0074
Eagle Vale,NSW,2558,2024,5,4,812,0.0049
Eagle Vale,NSW,2558,2024,6,9,812,0.0111
Eagle Vale,NSW,2558,2024,7,6,812,0.0074
Eagle Vale,NSW,2558,2024,8,5,812,0.0062
Eagle Vale,NSW,2558,2024,9,2,812,0.0025
Eagle Vale,NSW,2558,2024,10,5,812,0.0062
Eagle Vale,NSW,2558,2024,11,9,812,0.0111
Eagle Vale,NSW,2558,2024,12,7,813,0.0086
Eagle Vale,NSW,2558,2025,1,7,813,0.0086
Eagle Vale,NSW,2558,2025,2,1,813,0.0012
Eagle Vale,NSW,2558,2025,3,4,813,0.0049
Eagle Vale,NSW,2558,2025,4,6,813,0.0074
Eagle Vale,NSW,2558,2025,5,5,814,0.0061
Eagle Vale,NSW,2558,2025,6,7,814,0.0086
Eagle Vale,NSW,2558,2025,7,8,814,0.0098
Eagle Vale,NSW,2558,2025,8,7,814,0.0086
Eagle Vale,NSW,2558,2025,9,8,814,0.0098
Eagle Vale,NSW,2558,2025,10,5,814,0.0061
Eagle Vale,NSW,2558,2025,11,5,814,0.0061
Eagle Vale,NSW,2558,2025,12,9,815,0.0110
Eagle Vale,NSW,2558,2026,1,6,815,0.0074
Eagle Vale,NSW,2558,2026,2,8,815,0.0098
Eagle Vale,NSW,2558,2026,3,2,815,0.0025
Eagle Vale,NSW,2558,2026,4,4,815,0.0049
Eagle Vale,NSW,2558,2026,5,9,816,0.0110
Eagle Vale,NSW,2558,2026,6,9,816,0.0110
Eagle Vale,NSW,2558,2026,7,5,816,0.0061
Glendale,NSW,2285,2005,1,18,1910,0.0094
Glendale,NSW,2285,2005,2,33,1910,0.0173
Glendale,NSW,2285,2005,3,30,1911,0.0157
Glendale,NSW,2285,2005,4,20,1911,0.0105
Glendale,NSW,2285,2005,5,21,1912,0.0110
Glendale,NSW,2285,2005,6,39,1913,0.0204
Glendale,NSW,2285,2005,7,12,1913,0.0063
Glendale,NSW,2285,2005,8,22,1914,0.0115
Glendale,NSW,2285,2005,9,35,1914,0.0183
Glendale,NSW,2285,2005,10,48,1915,0.0251
Glendale,NSW,2285,2005,11,39,1916,0.0204
Glendale,NSW,2285,2005,12,27,1916,0.0141
Glendale,NSW,2285,2006,1,21,1917,0.0110
Glendale,NSW,2285,2006,2,20,1917,0.0104
Glendale,NSW,2285,2006,3,19,1918,0.0099
Glendale,NSW,2285,2006,4,15,1919,0.0078
Glendale,NSW,2285,2006,5,29,1919,0.0151
Glendale,NSW,2285,2006,6,34,1920,0.0177
Glendale,NSW,2285,2006,7,30,1920,0.0156
Glendale,NSW,2285,2006,8,27,1921,0.0141
Glendale,NSW,2285,2006,9,25,1925,0.0130
Glendale,NSW,2285,2006,10,35,1928,0.0182
Glendale,NSW,2285,2006,11,29,1932,0.0150
Glendale,NSW,2285,2006,12,23,1935,0.0119
Glendale,NSW,2285,2007,1,24,1939,0.0124
Glendale,NSW,2285,2007,2,9,1943,0.0046
Glendale,NSW,2285,2007,3,29,1946,0.0149
Glendale,NSW,2285,2007,4,25,1950,0.0128
Glendale,NSW,2285,2007,5,22,1953,0.0113
Glendale,NSW,2285,2007,6,15,1957,0.0077
Glendale,NSW,2285,2007,7,13,1960,0.0066
Glendale,NSW,2285,2007,8,36,1964,0.0183
Glendale,NSW,2285,2007,9,21,1968,0.0107
Glendale,NSW,2285,2007,10,17,1971,0.0086
Glendale,NSW,2285,2007,11,17,1975,0.0086
Glendale,NSW,2285,2007,12,17,1978,0.0086
Glendale,NSW,2285,2008,1,15,1982,0.0076
Glendale,NSW,2285,2008,2,17,1986,0.0086
Glendale,NSW,2285,2008,3,23,1989,0.0116
Glendale,NSW,2285,2008,4,21,1993,0.0105
Glendale,NSW,2285,2008,5,23,1996,0.0115
Glendale,NSW,2285,2008,6,22,2000,0.0110
Glendale,NSW,2285,2008,7,20,2003,0.0100
Glendale,NSW,2285,2008,8,26,2007,0.0130
Glendale,NSW,2285,2008,9,26,2011,0.0129
Glendale,NSW,2285,2008,10,36,2014,0.0179
Glendale,NSW,2285,2008,11,33,2018,0.0164
Glendale,NSW,2285,2008,12,26,2021,0.0129
Glendale,NSW,2285,2009,1,37,2025,0.0183
Glendale,NSW,2285,2009,2,30,2029,0.0148
Glendale,NSW,2285,2009,3,29,2032,0.0143
Glendale,NSW,2285,2009,4,24,2036,0.0118
Glendale,NSW,2285,2009,5,31,2039,0.0152
Glendale,NSW,2285,2009,6,23,2043,0.0113
Glendale,NSW,2285,2009,7,28,2046,0.0137
Glendale,NSW,2285,2009,8,26,2050,0.0127
Glendale,NSW,2285,2009,9,23,2054,0.0112
Glendale,NSW,2285,2009,10,19,2057,0.0092
Glendale,NSW,2285,2009,11,10,2061,0.0049
Glendale,NSW,2285,2009,12,13,2064,0.0063
Glendale,NSW,2285,2010,1,15,2068,0.0073
Glendale,NSW,2285,2010,2,15,2072,0.0072
Glendale,NSW,2285,2010,3,14,2075,0.0067
Glendale,NSW,2285,2010,4,21,2079,0.0101
Glendale,NSW,2285,2010,5,15,2082,0.0072
Glendale,NSW,2285,2010,6,18,2086,0.0086
Glendale,NSW,2285,2010,7,18,2089,0.0086
Glendale,NSW,2285,2010,8,14,2093,0.0067
Glendale,NSW,2285,2010,9,9,2097,0.0043
Glendale,NSW,2285,2010,10,11,2100,0.0052
Glendale,NSW,2285,2010,11,14,2104,0.0067
Glendale,NSW,2285,2010,12,19,2107,0.0090
Glendale,NSW,2285,2011,1,12,2111,0.0057
Glendale,NSW,2285,2011,2,15,2115,0.0071
Glendale,NSW,2285,2011,3,5,2118,0.0024
Glendale,NSW,2285,2011,4,8,2122,0.0038
Glendale,NSW,2285,2011,5,11,2125,0.0052
Glendale,NSW,2285,2011,6,23,2129,0.0108
Glendale,NSW,2285,2011,7,18,2132,0.0084
Glendale,NSW,2285,2011,8,15,2136,0.0070
Glendale,NSW,2285,2011,9,16,2146,0.0075
Glendale,NSW,2285,2011,10,12,2156,0.0056
Glendale,NSW,2285,2011,11,16,2166,0.0074
Glendale,NSW,2285,2011,12,21,2176,0.0097
Glendale,NSW,2285,2012,1,17,2186,0.0078
Glendale,NSW,2285,2012,2,13,2196,0.0059
Glendale,NSW,2285,2012,3,22,2206,0.0100
Glendale,NSW,2285,2012,4,19,2216,0.0086
Glendale,NSW,2285,2012,5,18,2226,0.0081
Glendale,NSW,2285,2012,6,21,2236,0.0094
Glendale,NSW,2285,2012,7,19,2246,0.0085
Glendale,NSW,2285,2012,8,20,2256,0.0089
Glendale,NSW,2285,2012,9,17,2266,0.0075
Glendale,NSW,2285,2012,10,8,2276,0.0035
Glendale,NSW,2285,2012,11,18,2286,0.0079
Glendale,NSW,2285,2012,12,27,2296,0.0118
Glendale,NSW,2285,2013,1,25,2306,0.0108
Glendale,NSW,2285,2013,2,19,2316,0.0082
Glendale,NSW,2285,2013,3,22,2326,0.0095
Glendale,NSW,2285,2013,4,24,2336,0.0103
Glendale,NSW,2285,2013,5,22,2346,0.0094
Glendale,NSW,2285,2013,6,22,2356,0.0093
Glendale,NSW,2285,2013,7,26,2366,0.0110
Glendale,NSW,2285,2013,8,28,2376,0.0118
Glendale,NSW,2285,2013,9,36,2386,0.0151
Glendale,NSW,2285,2013,10,31,2396,0.0129
Glendale,NSW,2285,2013,11,34,2406,0.0141
Glendale,NSW,2285,2013,12,36,2416,0.0149
Glendale,NSW,2285,2014,1,34,2426,0.0140
Glendale,NSW,2285,2014,2,33,2436,0.0135
Glendale,NSW,2285,2014,3,30,2446,0.0123
Glendale,NSW,2285,2014,4,37,2456,0.0151
Glendale,NSW,2285,2014,5,38,2466,0.0154
Glendale,NSW,2285,2014,6,42,2476,0.0170
Glendale,NSW,2285,2014,7,36,2486,0.0145
Glendale,NSW,2285,2014,8,34,2496,0.0136
Glendale,NSW,2285,2014,9,24,2506,0.0096
Glendale,NSW,2285,2014,10,34,2516,0.0135
Glendale,NSW,2285,2014,11,45,2526,0.0178
Glendale,NSW,2285,2014,12,54,2536,0.0213
Glendale,NSW,2285,2015,1,63,2546,0.0247
Glendale,NSW,2285,2015,2,43,2556,0.0168
Glendale,NSW,2285,2015,3,32,2566,0.0125
Glendale,NSW,2285,2015,4,58,2576,0.0225
Glendale,NSW,2285,2015,5,47,2586,0.0182
Glendale,NSW,2285,2015,6,43,2596,0.0166
Glendale,NSW,2285,2015,7,38,2606,0.0146
Glendale,NSW,2285,2015,8,45,2616,0.0172
Glendale,NSW,2285,2015,9,30,2626,0.0114
Glendale,NSW,2285,2015,10,38,2636,0.0144
Glendale,NSW,2285,2015,11,48,2646,0.0181
Glendale,NSW,2285,2015,12,59,2656,0.0222
Glendale,NSW,2285,2016,1,44,2666,0.0165
Glendale,NSW,2285,2016,2,46,2676,0.0172
Glendale,NSW,2285,2016,3,36,2686,0.0134
Glendale,NSW,2285,2016,4,46,2696,0.0171
Glendale,NSW,2285,2016,5,51,2706,0.0188
Glendale,NSW,2285,2016,6,57,2716,0.0210
Glendale,NSW,2285,2016,7,61,2726,0.0224
Glendale,NSW,2285,2016,8,36,2736,0.0132
Glendale,NSW,2285,2016,9,39,2743,0.0142
Glendale,NSW,2285,2016,10,35,2750,0.0127
Glendale,NSW,2285,2016,11,24,2757,0.0087
Glendale,NSW,2285,2016,12,28,2764,0.0101
Glendale,NSW,2285,2017,1,33,2771,0.0119
Glendale,NSW,2285,2017,2,43,2778,0.0155
Glendale,NSW,2285,2017,3,38,2785,0.0136
Glendale,NSW,2285,2017,4,39,2792,0.0140
Glendale,NSW,2285,2017,5,25,2799,0.0089
Glendale,NSW,2285,2017,6,34,2806,0.0121
Glendale,NSW,2285,2017,7,25,2814,0.0089
Glendale,NSW,2285,2017,8,37,2821,0.0131
Glendale,NSW,2285,2017,9,41,2828,0.0145
Glendale,NSW,2285,2017,10,31,2835,0.0109
Glendale,NSW,2285,2017,11,26,2842,0.0091
Glendale,NSW,2285,2017,12,31,2849,0.0109
Glendale,NSW,2285,2018,1,28,2856,0.0098
Glendale,NSW,2285,2018,2,23,2863,0.0080
Glendale,NSW,2285,2018,3,37,2870,0.0129
Glendale,NSW,2285,2018,4,37,2877,0.0129
Glendale,NSW,2285,2018,5,29,2884,0.0101
Glendale,NSW,2285,2018,6,34,2891,0.0118
Glendale,NSW,2285,2018,7,24,2898,0.0083
Glendale,NSW,2285,2018,8,34,2905,0.0117
Glendale,NSW,2285,2018,9,25,2912,0.0086
Glendale,NSW,2285,2018,10,23,2919,0.0079
Glendale,NSW,2285,2018,11,36,2926,0.0123
Glendale,NSW,2285,2018,12,37,2933,0.0126
Glendale,NSW,2285,2019,1,23,2940,0.0078
Glendale,NSW,2285,2019,2,19,2948,0.0064
Glendale,NSW,2285,2019,3,21,2955,0.0071
Glendale,NSW,2285,2019,4,26,2962,0.0088
Glendale,NSW,2285,2019,5,27,2969,0.0091
Glendale,NSW,2285,2019,6,27,2976,0.0091
Glendale,NSW,2285,2019,7,30,2983,0.0101
Glendale,NSW,2285,2019,8,23,2990,0.0077
Glendale,NSW,2285,2019,9,23,2997,0.0077
Glendale,NSW,2285,2019,10,28,3004,0.0093
Glendale,NSW,2285,2019,11,30,3011,0.0100
Glendale,NSW,2285,2019,12,32,3018,0.0106
Glendale,NSW,2285,2020,1,36,3025,0.0119
Glendale,NSW,2285,2020,2,23,3032,0.0076
Glendale,NSW,2285,2020,3,22,3039,0.0072
Glendale,NSW,2285,2020,4,25,3046,0.0082
Glendale,NSW,2285,2020,5,24,3053,0.0079
Glendale,NSW,2285,2020,6,17,3060,0.0056
Glendale,NSW,2285,2020,7,12,3067,0.0039
